Time,gpuutil,gpumem,ram,cpu,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7,cpu8
35,0,0,23.9616097,14.27062026,30.70768369,21.25873146,13.38460461,1,19.68390609,2.360827013,7.085303125,19.68390609
36,0,0,23.9616097,14.4380216,13.63650047,49.10722349,16.72091117,27.51634861,1.298857682,2.841063031,4.38326838,1
37,0,0,23.91183439,15.02679018,16.40686551,25.87023923,13.25240761,21.13855237,17.98409447,10.0979497,14.82963656,0.634575988
38,0,0,23.90259186,14.37069886,12.21527023,2.809763468,1.242179008,9.080101309,5.944932388,15.35043915,24.75594591,43.56695943
39,0,0,23.90259186,13.59882914,3.623478644,1,14.5046988,1,28.49483899,36.2671391,6.732398688,19.16807886
40,0,0,23.90106501,14.17927457,12.81704083,12.81704083,15.93071794,39.28329629,1.919170935,9.703363718,6.589686605,14.37387939
41,0,0,23.8964641,13.06153746,10.1044469,10.1044469,6.950216966,3.795987032,10.1044469,29.0298265,11.68156187,22.72136663
42,0,0,23.90049498,13.44000647,22.8541734,10.51084115,13.59667421,8.967924617,16.68250728,1,8.967924617,25.94000647
43,0,0,23.90033212,13.1688238,2.206197891,0.628878502,3.78351728,0.628878502,36.90722445,52.68041833,1,8.515475446
44,0,0,23.89876455,14.16947746,0.576408273,2.129901894,2.129901894,3.683395515,33.19977431,33.19977431,6.790382756,31.64628069
45,0,0,23.89876455,13.37694111,1.43002195,6.123830428,46.80350391,9.25303608,9.25303608,1,2.994624776,31.15747565
46,0,0,23.90623594,14.47156446,5.840254451,24.67220356,30.94951993,13.68689991,10.54824173,15.25622901,4.270925359,10.54824173
47,0,0,23.95601125,14.18448228,26.29242069,32.56540616,30.99715979,20.01943521,1.200478794,1,1.200478794,1.200478794
48,0,0,23.90623594,15.67406851,33.61986171,19.72634439,30.53241342,22.81379268,12.00772366,1.201654635,1.201654635,4.289102928
49,0,0,23.90163503,13.26647099,20.29341824,10.91617333,24.9820407,46.86227883,1.538928419,1,1.538928419,1
50,0,0,23.90466837,12.18950158,9.86460031,19.35253712,30.42179673,17.77121432,1,11.44592311,8.283277509,0.376663501
51,0,0,23.90466837,14.52125804,32.08009668,10.46921835,25.90556002,36.71099918,2.751047522,2.751047522,2.751047522,2.751047522
52,0,0,23.89546656,13.44097444,13.33518286,19.63807865,19.63807865,33.81959418,3.880839167,1,8.608011011,8.608011011
53,0,0,23.90684668,15.26523313,23.11104487,19.97272018,29.38769427,32.52601897,2.711934331,7.419421379,4.28109668,2.711934331
54,0,0,23.90662274,13.23892657,20.75937749,31.63554136,44.06544293,6.775738224,1,0.560787439,2.114525135,1
55,0,0,23.90491267,14.19116733,31.50859614,19.05561363,19.05561363,34.62184177,3.489385476,1.932762661,1.932762661,1.932762661
56,0,0,23.90491267,13.09023898,1,11.67014989,30.59797491,38.48456867,0.628918628,1,22.71138115,0.628918628
57,0,0,23.90474981,14.17500519,15.13933097,8.967645953,42.91191356,15.13933097,10.51056721,2.795960933,12.05348846,5.881803443
58,0,0,23.9481327,15.02736486,33.756832,47.95179658,24.29352229,8.521339435,0.635248007,2.212466293,2.212466293,0.635248007
59,0,0,23.90407799,24.92857481,42.65900355,56.60681349,34.91022024,36.4599769,13.21362699,7.014600344,8.564357005,1
60,0,0,23.89931422,17.21749959,41.93454948,19.96383847,23.10251147,2.701136963,2.701136963,12.11715597,13.68649247,21.53317497
61,0,0,23.90348761,14.6019179,21.61496549,1,65.51058481,16.91186342,2.802557203,4.370257894,2.802557203,2.802557203
62,0,0,23.90344689,12.53406662,29.38358106,1,32.52208856,32.52208856,1,1,5.844774742,1
63,0,0,23.90682632,16.52820141,18.26318106,15.1787728,41.39624302,38.31183476,4.38334388,5.925548011,4.38334388,4.38334388
64,0,0,23.90222541,13.2931231,15.63849784,20.32524796,45.3212486,18.76299792,0.01599744,1,3.14049752,3.14049752
65,0,0,23.90851604,13.26040054,12.47044127,1,65.61338764,15.59649694,9.344385599,1.529246427,1.529246427,1
66,0,0,23.89406186,13.54100618,29.31233938,19.88731796,29.31233938,26.17066557,1,1,1.03727513,2.608112033
67,0,0,23.89237214,14.13386493,23.10287447,26.24153265,18.39488719,34.08817812,2.701596266,1.132267174,1,7.409583544
68,0,0,23.89208713,13.14886558,12.26464992,20.09816332,27.93167672,34.19848744,1,10.69794724,1,1
69,0,0,23.9429007,14.09064738,16.6003588,8.878169804,36.6780502,13.5114832,2.700418604,2.700418604,4.244856404,27.4114234
70,0,0,23.9404781,13.65503326,35.91540363,32.78932576,24.97413108,14.03285853,1.528547043,1,1,1
71,0,0,23.8964641,17.24216155,7.873349653,6.311881003,18.8036302,3.188943703,23.48803615,10.99628695,32.85684805,34.4183167
72,0,0,23.8964641,12.3069626,10.59365213,18.43631422,35.69017083,30.98457357,1,1,1,2.750990033
73,0,0,23.89267751,14.90663792,12.16169075,35.6898093,15.29877323,43.53251548,2.750443332,4.318984569,2.750443332,2.750443332
74,0,0,23.89267751,12.75457063,9.029484887,13.73485636,32.55634224,27.85097077,1.187199101,1.187199101,9.029484887,7.461027729
75,0,0,23.89267751,15.52580282,25.42967422,8.340641225,23.87612576,47.17935257,6.787092771,0.572898956,6.787092771,5.233544318
76,0,0,23.89267751,13.55666875,24.85911083,21.72824045,34.25172198,13.9010645,10.77019411,2.943018159,1,1
77,0,0,23.88791374,12.9943511,20.00446118,27.84716106,10.59322132,40.39548088,2.750521433,1,1.181981456,1.181981456
78,0,0,23.89184283,14.41199983,19.73054755,44.42884061,22.81783418,21.27419087,4.294114387,1,2.750471071,1
79,0,0,23.89170033,13.72928784,21.2139615,18.06251996,41.69833151,0.729591491,10.18391611,2.305312261,2.305312261,13.33535765
80,0,0,23.8901124,13.7307559,11.3991547,0.518349142,9.84475391,39.37836901,9.84475391,19.17115868,6.73595232,12.9535555
81,0,0,23.93481857,13.94962396,4.510950296,1,2.945556039,1,21.73028713,12.33792158,32.68804693,37.3842297
82,0,0,23.88954238,14.21917352,34.12142678,1,10.59336492,1.182140176,27.84727695,27.84727695,12.16190238,1
83,0,0,23.88516541,13.26983435,9.070486151,18.47698758,35.72224021,38.85774069,1.231734957,1,2.799485196,1
84,0,0,23.89459116,14.32555297,42.88370198,21.27212976,12.01002737,19.72844603,2.747924993,2.747924993,5.835292453,7.378976184
85,0,0,23.8944283,13.40383038,10.86263353,10.86263353,17.11788731,7.735006632,10.86263353,28.06458144,12.42644697,9.298820079
86,0,0,23.89542584,12.82950999,38.32836081,24.09644407,6.70187917,0.376582842,8.283203252,0.376582842,9.864527333,14.60849958
87,0,0,23.89082493,14.17536961,25.94009423,1.253458968,41.36924126,16.682606,1.253458968,7.425117782,2.796373672,16.682606
88,0,0,23.89562942,13.82341028,11.27120377,9.686760984,12.85564656,23.94674609,19.19341772,0.180104246,33.45340283,1
89,0,0,23.8952019,12.97486076,32.88835629,7.916581887,37.57056399,21.96320499,1,0.112902386,3.234374187,0.112902386
90,0,0,23.8952019,13.86863899,27.4908778,19.77714139,32.11911964,29.03362508,1.264174021,1,1.264174021,1
91,0,0,23.89351219,15.54000898,20.69484411,3.247709819,44.48639088,12.76432853,8.006019173,9.59212229,22.28094723,3.247709819
92,0,0,23.94306356,13.05397447,20.4869675,8.014334946,40.75499539,18.92788843,1.778018671,12.69157215,1.778018671,1
93,0,0,23.88408644,15.29058963,18.18498862,19.72866808,22.816027,10.46659132,7.379232399,12.01027078,22.816027,8.922911859
94,0,0,23.89410257,14.88326726,14.88326726,2.273380923,14.88326726,8.57832409,3.849616715,13.30703146,8.57832409,52.71292625
95,0,0,23.88490076,13.44298756,30.99341281,12.17343448,29.42508128,23.15175517,1.195113792,1,10.60510295,1
96,0,0,23.89269787,14.66911762,6.77647056,11.43764703,44.06588234,36.29725488,2.115294088,1,6.77647056,9.883921541
97,0,0,23.88469718,12.94859891,1.380823754,18.600045,31.123115,21.7308125,1.380823754,26.42696375,2.946207503,1
98,0,0,23.88929808,14.11871532,16.06173081,16.06173081,61.13969019,11.39849364,0.517606891,2.072019284,3.626431676,2.072019284
99,0,0,23.88455467,14.36605068,21.73341575,13.90675732,29.56007417,43.64805934,1,6.080098899,1,1
100,0,0,23.88891128,13.54370262,34.12853533,13.73974864,23.14995788,24.71832609,1.192802992,7.466275818,1.192802992,2.761171198
101,0,0,23.88891128,13.50367635,1,36.29712819,36.29712819,28.52848529,0.561370837,0.561370837,0.561370837,5.222556579
102,0,0,23.88872806,13.5148439,1.383441915,46.77836548,7.644810683,31.12494356,2.948784107,2.948784107,2.948784107,12.34083726
103,0,0,23.96855178,19.619661,24.71695079,18.44336336,23.14855393,37.26412566,7.464585348,10.60137907,4.327791631,30.99053823
104,0,0,23.92301093,14.1194102,7.452880403,26.27602337,40.3933806,27.84461862,1.178499413,2.74709466,5.884285155,1.178499413
105,0,0,23.92321451,15.29084907,22.81626339,19.72891392,27.44728758,16.64156446,4.292166599,4.292166599,15.09788973,12.01054026
106,0,0,23.91262835,12.97300388,22.95800604,29.2471484,2.518293354,46.5422899,2.518293354,1,1,1
107,0,0,23.92060869,13.62739033,38.70145155,15.12508676,29.27090563,21.41211737,2.55102554,0.979267888,0.979267888,1
108,0,0,23.88929808,14.90466977,21.27234754,28.99074484,41.34018052,16.64130916,2.748194019,1.204514559,4.291873479,2.748194019
109,0,0,23.88905379,12.84275668,8.567615472,25.90824012,16.44971759,49.55454647,2.26193378,1,1,1
110,0,0,23.89108959,15.15244813,2.807423255,15.3484009,16.91602311,1.23980105,9.077912078,23.18651193,12.21315649,40.43035619
111,0,0,23.89108959,15.86509724,12.00569803,10.46193835,18.18073676,30.53081423,5.830659295,27.44329487,7.374418978,15.0932174
112,0,0,23.89084529,17.02605801,11.70468881,8.551284843,19.58819874,24.3183047,21.16490073,13.2813908,11.70468881,25.89500668
113,0,0,23.88264102,15.73291737,13.77321777,34.15409357,41.99289195,15.34097745,2.79890003,4.366659707,5.934419384,7.502179061
114,0,0,23.88760837,14.73578261,5.64866647,1.008436952,11.83563916,2.555180125,30.39655723,10.28889599,13.38238233,42.77050261
115,0,0,23.93738368,14.73527447,13.46897505,13.46897505,33.92176276,19.7621405,1,2.455935507,11.89568368,22.90872322
116,0,0,23.88762873,15.59638463,1,40.4003331,35.69509623,32.55827166,7.46367507,1,4.326850496,4.326850496
117,0,0,23.87384636,13.2431946,25.42574443,19.21122313,28.53300507,31.64026572,0.567659233,1,0.567659233,1
118,0,0,23.86700608,14.68635486,26.42676474,31.12292869,6.076720942,21.73060079,13.90366086,1.38055699,15.46904885,1.38055699
119,0,0,23.8319496,13.28707799,32.55280808,29.41572938,24.71011134,12.16179657,1,1,7.456178524,1
120,0,0,23.84159929,22.85855034,41.34029643,39.79662002,22.81617951,8.923091818,12.01044464,4.292062589,53.6897077,1
121,0,0,23.83534939,17.67071523,16.48895516,21.21599544,7.034874616,40.12415653,10.1862348,13.33759498,21.21599544,11.76191489
122,0,0,23.83838273,13.9191729,30.04718339,33.15619746,23.82915525,11.39309896,2.066056749,0.511549714,9.838591928,0.511549714
123,0,0,23.83213282,12.94812836,10.77256308,21.73031849,2.945594932,27.99189301,9.207169453,1,2.945594932,27.99189301
124,0,0,23.86930653,19.62204917,24.71918751,30.99258855,24.71918751,27.85588803,9.035684912,1.193933611,1.193933611,37.26598959
125,0,0,23.86926581,13.97195015,24.70727695,12.15848978,13.72708817,35.68746573,12.15848978,1.178300999,12.15848978,1
126,0,0,23.92221697,14.01868724,30.56883834,7.425117782,39.82632656,21.31135012,1.253458968,8.968032486,2.796373672,1
127,0,0,23.86323985,14.56312537,2.750833833,20.00471815,52.94395185,20.00471815,4.319368771,1.182298895,1,15.29911334
128,0,0,23.87262488,14.58808378,24.32925451,11.7174636,33.7880977,40.09399316,1,2.258620411,0.682146547,3.835094276
129,0,0,23.87238059,13.63292939,4.33925059,21.31131903,35.19755685,12.05382716,7.425081217,1,10.51091184,18.22548841
130,0,0,23.87115911,13.69091218,11.72038506,36.94313219,18.02607185,19.60249354,2.261854893,3.838276588,14.87322846,2.261854893
131,0,0,23.85996221,13.77596416,18.43298163,29.41315718,41.96192923,12.1585956,1.178420047,1.178420047,5.884209569,1
132,0,0,23.86926581,13.46892247,23.83154228,20.72262564,40.93058381,17.613709,0.514667471,0.514667471,3.623584112,1
133,0,0,23.86869579,13.71020911,21.73261597,10.77518221,12.34052989,31.12470206,9.209834531,4.513791489,4.513791489,15.47122525
134,0,0,23.868594,14.98959437,35.72050528,23.17816485,16.90699463,29.44933507,5.932446754,5.932446754,1,2.796861646
135,0,0,23.86234409,13.01755435,10.46669746,18.18508561,12.01037509,38.2528948,21.27244087,1,1.204631685,2.748309315
136,0,0,23.86468526,14.70187016,1,14.87322846,5.414698283,1,25.90818032,8.567541674,41.67239727,21.17891524
137,0,0,23.91387019,14.40644667,2.803210589,10.64166135,34.15701363,23.18318256,1,13.77704165,10.64166135,20.04780226
138,0,0,23.86346378,14.32609468,4.292213876,33.6220193,21.27262754,19.72895357,4.292213876,10.46690976,13.55425769,7.379561816
139,0,0,23.85784498,13.43635967,49.55706055,25.91193268,29.0646164,0.690462955,1,2.266804813,1,1
140,0,0,23.86244588,18.64611733,29.4279572,10.60874578,38.83756291,37.26929529,9.040478167,7.472210549,10.60874578,5.903942931
141,0,0,23.86244588,15.69704909,30.51327331,21.24837642,18.16007746,24.33667538,10.43933005,2.718582636,18.16007746,1
142,0,0,23.86244588,14.6301675,5.466163239,32.25075032,32.25075032,33.82631427,0.739471401,2.315035347,1,10.19285508
143,0,0,23.86073581,13.53424245,10.59323029,18.43592939,32.55278776,38.82694704,1.181991376,1.181991376,2.750531195,2.750531195
144,0,0,23.85448591,13.01998995,18.18776098,19.73138813,16.64413383,39.7985411,2.751489464,4.295116616,2.751489464,1
145,0,0,23.86285304,15.45978458,4.940955929,1.82426596,8.057645899,3.382610944,37.66620061,8.057645899,23.64109575,36.10785562
146,0,0,23.86285304,14.84533104,13.59985313,23.0253237,13.59985313,10.45802961,13.59985313,34.02170603,10.45802961,1
147,0,0,23.86285304,13.57248685,9.252999733,24.89903426,26.46363771,12.38220664,9.252999733,7.68839628,18.64062045,1
148,0,0,23.85660314,12.96062217,29.44880414,49.83026072,12.20295626,12.20295626,1,1,1,1
149,0,0,23.91384983,15.13952489,28.03066259,43.67617072,2.997849581,26.46611178,1.433298768,4.562400394,13.94970527,1
150,0,0,23.86407452,16.07596638,48.4745468,3.19460308,28.176641,23.49250889,12.5628673,4.75598045,1.633225711,6.31735782
151,0,0,23.86407452,14.17201484,20.00583437,20.00583437,20.00583437,46.67055624,1.183677747,4.32070385,1,1.183677747
152,0,0,23.86407452,14.03308314,26.7279556,29.84591494,20.49203693,9.579179255,0.225301247,12.69713859,12.69713859,1
153,0,0,23.85322371,13.06068573,22.66045271,7.19254325,50.50268973,10.28612514,10.28612514,1,2.552170413,1.005379467
154,0,0,23.86136691,14.85194926,33.6200811,24.13723554,44.68340091,3.591070164,3.591070164,2.010595904,2.010595904,5.171544423
155,0,0,23.86615104,13.81381169,20.80188102,11.48445525,17.69607243,28.56640249,11.48445525,11.48445525,3.719933785,5.272838079
156,0,0,23.86030829,13.05429389,31.40081531,18.92823627,12.69194676,17.36916389,11.13287438,1,9.573801996,3.337512479
157,0,0,23.86450204,14.01618026,20.45034364,29.80912675,14.21115491,9.53176336,3.292574627,22.01014083,12.65135773,0.17298026
158,0,0,23.86450204,12.90665888,10.95389339,28.13822975,23.45159256,20.32716777,7.829468595,10.95389339,1.580619008,0.018406611
159,0,0,23.87091481,14.51591299,17.03685552,34.25562136,29.55959431,27.99425196,1.383432036,4.514116733,1.383432036,1
160,0,0,23.92323487,13.7755685,18.84759388,32.89320263,42.2569418,9.483854716,0.120115549,0.120115549,3.241361938,3.241361938
161,0,0,23.87345956,15.4175552,23.60295308,28.2803233,50.10805099,14.24821265,4.893472207,0.216101988,1.775225394,0.216101988
162,0,0,23.87345956,12.78209734,31.32976048,18.84426239,21.96563691,17.28357513,0.116015248,9.480138819,3.237389772,1
163,0,0,23.87185128,14.57109781,28.80924817,31.97328159,41.46538183,3.496980854,3.496980854,3.496980854,0.332947439,3.496980854
164,0,0,23.87168842,12.88852434,11.39887265,9.844466907,23.83411859,1,19.17090137,6.735655422,14.50768414,17.61649562
165,0,0,23.86708751,13.27342301,31.39830315,0.21571367,20.48439683,29.83917367,3.333972618,0.21571367,20.48439683,0.21571367
166,0,0,23.8720345,14.74752645,42.25461746,14.16226919,12.60158318,12.60158318,1.676781077,3.237467092,12.60158318,18.84432724
167,0,0,23.871892,13.90177448,22.08305383,11.17468137,32.99142629,37.66644306,0.266308902,3.382986749,1.824647825,1.824647825
168,0,0,23.85202259,13.90001096,19.8431012,26.12991679,18.2713973,41.84695577,1,2.554358322,2.554358322,1
169,0,0,23.84742168,12.76076679,26.78135784,39.24410544,11.20292334,14.31861024,0.298019191,6.529392991,3.413706091,0.298019191
170,0,0,23.84742168,14.53420502,18.07886933,14.92805661,35.40833928,3.900212098,0.749399379,18.07886933,21.22968205,3.900212098
171,0,0,23.89719699,15.59182781,28.67329551,25.57213445,47.2802619,1,6.965168057,2.313426459,13.16749019,0.762845927
172,0,0,23.84742168,15.84836865,17.21510049,31.27291361,40.64478903,21.90103819,4.719266597,1.595308124,9.405204305,0.033328888
173,0,0,23.84742168,13.53535846,12.33820262,34.25365197,48.34215512,9.207424143,1.380477948,1.380477948,1.380477948,1
174,0,0,23.84742168,14.7077753,3.192349083,43.78910592,10.99941771,28.17496867,23.4907275,1.630935358,3.192349083,3.192349083
175,0,0,23.84742168,13.38189158,36.01184783,17.28360818,34.4511612,9.480174985,3.237428432,3.237428432,3.237428432,0.116055156
176,0,0,23.84768633,13.83502645,0.266030391,32.99123917,34.54958244,29.87455262,1,8.057746766,4.941060216,1
177,0,0,23.84284113,12.97500965,37.57068871,36.00995593,11.03823141,15.72042976,0.113101935,0.113101935,3.234567499,1
178,0,0,23.85133042,14.46313567,46.73987373,21.6762849,6.011541883,35.77455362,2.878593279,1,1.312118977,1.312118977
179,0,0,23.85100469,14.12054191,11.7568871,44.84805444,38.54497494,5.453807605,0.726497985,2.302267858,0.726497985,8.605347351
180,0,0,23.85067896,12.88058048,31.23139121,40.60892878,3.098778529,28.10554536,1,1,1,1
181,0,0,23.85067896,22.98956966,29.83759843,40.75174978,45.42924322,50.10673666,3.331802275,1,14.24595363,0.213473317
182,0,0,23.85067896,16.35052338,12.64576801,20.44525301,6.406180007,22.00515001,1.726489008,11.08587101,9.525974007,46.963502
183,0,0,23.90491267,14.44567269,14.25078812,9.573558381,15.8098647,17.36894128,23.6052476,20.48709444,3.337252062,11.13263496
184,0,0,23.84593555,15.44759348,24.49273464,4.042850272,30.78500675,43.36955098,13.48125844,0.896714216,4.042850272,2.469782244
185,0,0,23.85963648,14.1842342,15.98830019,22.21138907,31.54602238,22.21138907,1.986350227,1.986350227,1,17.54407241
186,0,0,23.85949397,13.07880071,12.68901954,12.68901954,22.04376745,8.011645588,0.216022333,18.92551815,18.92551815,11.12989489
187,0,0,23.8580282,15.14710569,23.53486306,20.41383706,34.45845405,1.687681076,4.808707073,9.49024607,25.09537606,1.687681076
188,0,0,23.85774319,12.89679338,50.13467129,18.96884085,23.64371542,9.619091719,0.269342586,1,0.269342586,0.269342586
189,0,0,23.85774319,12.96917278,10.41522074,10.41522074,44.99180221,18.27353471,5.700232355,4.128569561,2.556906766,7.271895149
190,0,0,23.85361051,14.42888633,19.76294033,40.21552417,7.176734893,43.36207553,1,2.456907853,1,2.456907853
191,0,0,23.85361051,13.15380548,17.69507448,13.03630511,23.90676697,20.80092072,2.165843245,27.01261321,0.612920122,1
192,0,0,23.8444087,13.31776913,9.616730055,9.616730055,20.52505574,11.1750623,3.383401094,31.43338142,9.616730055,11.1750623
193,0,0,23.85847607,14.31884319,31.29893577,51.59697747,9.43950624,12.56228189,3.193954946,1.632567122,1.632567122,3.193954946
194,0,0,23.90823102,14.65974202,23.14188062,23.14188062,9.025083177,49.80694244,12.16214927,1,1,1
195,0,0,23.86067474,17.10822521,16.91226356,27.88611555,34.15688811,34.15688811,5.938411582,4.370718442,1.235332161,12.20918414
196,0,0,23.85908681,14.46975208,65.6316812,18.76579193,12.51700669,9.392614076,1.581632531,1.581632531,3.14382884,3.14382884
197,0,0,23.85448591,13.29095902,24.16945434,25.7170165,30.35970297,8.693832779,1,1,13.33651925,4.05114631
198,0,0,23.85908681,14.16244067,21.96585515,11.04107488,3.237660392,0.116294598,9.48039198,15.72312357,14.16244067,37.57268412
199,0,0,23.85908681,12.54869415,0.281768899,14.52723048,3.447427029,22.44137581,0.281768899,9.778743289,28.77269207,20.85854675
200,0,0,23.84007244,14.24365187,22.2744317,26.93796579,30.04698853,9.838340767,2.065783936,1,11.39285213,11.39285213
201,0,0,23.83127779,14.06026894,12.77635938,1,42.37009459,37.69739956,1.873404306,6.546099339,11.21879437,1
202,0,0,23.83632657,14.31927985,12.5627275,12.5627275,39.10618522,40.66756509,1.633068437,0.071688571,4.755828169,3.194448303
203,0,0,23.83632657,14.26034959,40.7849635,0.26941221,32.99351133,32.99351133,6.502573947,1,0.26941221,0.26941221
204,0,0,23.83172566,13.5254301,20.36510681,32.85685476,25.04951229,29.73391777,0.06601639,0.06601639,0.06601639,1
205,0,0,23.88557257,15.86762568,9.434818303,20.36509885,62.5247524,20.36509885,7.873349653,1,3.188943703,3.188943703
206,0,0,23.83089098,14.75579563,40.5154175,29.55773125,34.2538825,1,1.380823754,1,12.33851,1
207,0,0,23.83532903,15.52766696,3.237235131,32.89034049,15.72275318,26.64758147,20.40482245,3.237235131,12.60137367,9.479994155
208,0,0,23.83516616,12.3380777,14.32319738,12.76543733,22.11199761,45.47839833,0.303356945,1,3.418877041,0.303356945
209,0,0,23.83056526,14.50478448,7.019028282,2.291182262,5.443079608,11.7468743,8.594976955,22.77851501,32.23420705,25.93041236
210,0,0,23.83056526,13.94932615,45.24048028,20.20755698,15.51388386,9.255653035,1.432864503,1.432864503,6.126537622,12.38476845
211,0,0,23.82333817,14.90728494,20.16758021,13.90621395,31.12497116,10.77553082,12.34087239,21.73292177,1,9.210189257
212,0,0,23.82708404,14.15999708,0.113451142,40.69236162,9.477815098,51.6174529,4.79563312,3.234905794,1.674178468,1.674178468
213,0,0,23.82708404,12.94606624,16.86741461,1.182021136,30.98426873,30.98426873,2.750560483,9.024717871,10.59325722,1.182021136
214,0,0,23.82248313,12.46437121,3.433183339,28.35365215,31.46871076,36.14129866,1,1,0.318124737,1
215,0,0,23.82500752,15.2717356,36.55052346,30.36033063,30.36033063,14.88484855,2.504462881,2.504462881,2.504462881,2.504462881
216,0,0,23.81580571,13.37964191,22.51951901,25.68198762,20.9382847,16.19458179,1.963473032,1,19.3570504,0.382238726
217,0,0,23.87321527,15.08017926,16.34929797,1,14.80021089,53.52738776,16.34929797,11.70203674,3.956601371,3.956601371
218,0,0,23.82175024,14.65274754,9.379576331,31.2534717,18.75410292,31.2534717,0.005049745,0.005049745,17.19168182,9.379576331
219,0,0,23.82897733,13.95252464,20.40485425,25.08692164,21.96554338,34.45105644,1.676584659,0.115895526,7.919341188,1
220,0,0,23.8286516,12.72532883,8.381340668,6.801708611,65.24809474,8.381340668,0.483180381,2.062812439,8.381340668,2.062812439
